Дата,Ссылка,Заголовок
13 сентября 2018 16:44,https://neftegaz.ru/news/finance/198553-mea-opasaetsya-vozmozhnogo-defitsita-nefti-na-rynke-i-ozhidaet-chto-tseny-vyydut-iz-koridora-70-80-d/,"МЭА опасается возможного дефицита нефти на рынке и ожидает, что цены выйдут из коридора 70-80 долл США/барр"
13 сентября 2018 16:26,https://neftegaz.ru/news/gosreg/198554-minenergo-predlagaet-nachat-subsidirovat-neftyanye-kompanii-uzhe-s-oktyabrya-2018-g/,Минэнерго предлагает начать субсидировать нефтяные компании уже с октября 2018 г
13 сентября 2018 13:36,https://neftegaz.ru/news/Suda-i-sudostroenie/198560-iran-snova-nachinaet-zapasat-neft-na-svoikh-tankerakh/,Иран снова начинает запасать нефть на своих танкерах
13 сентября 2018 12:59,https://neftegaz.ru/news/gosreg/198562-sud-evrosoyuza-predskazuemo-otkazal-rosnefti-v-otmene-sanktsiy-derzkie-kommentarii-kompanii/,Суд Евросоюза предсказуемо отказал Роснефти в отмене санкций. Дерзкие комментарии компании
13 сентября 2018 10:58,https://neftegaz.ru/news/finance/198570-tseny-na-neft-otkatyvayutsya-ot-maksimalnykh-otmetok-za-4-goda/,Цены на нефть откатываются от максимальных отметок за 4 года
13 сентября 2018 09:36,https://neftegaz.ru/news/neftechim/198574-sinomec-i-pravitelstvo-primorskogo-kraya-dogovorilis-postroit-npz-za-50-mlrd-rub/,SINOMEC и правительство Приморского края договорились построить НПЗ за 50 млрд руб
12 сентября 2018 18:32,https://neftegaz.ru/news/neftechim/198587-bashneft-planiruet-proekty-v-neftekhimii-i-pererabotke/,Башнефть планирует проекты в нефтехимии и переработке
12 сентября 2018 17:59,https://neftegaz.ru/news/dobycha/198589-protesty-v-basre-mogut-privesti-k-snizheniyu-dobychi-v-irake-i-povysheniyu-mirovykh-tsen-na-neft/,Протесты в Басре могут привести к снижению добычи в Ираке и повышению мировых цен на нефть
12 сентября 2018 16:48,https://neftegaz.ru/news/finance/198590-strany-opek-v-avguste-2018-g-vnov-perevypolnili-usloviya-soglasheniya-opek-na-10/,Страны ОПЕК в августе 2018 г вновь перевыполнили условия соглашения ОПЕК+. На 10%
12 сентября 2018 15:01,https://neftegaz.ru/news/gosreg/198595-pravitelstvo-provedet-v-2018-g-auktsion-na-yuzhno-obskiy-uchastok-nedr/,Правительство проведет в 2018 г аукцион на Южно-Обский участок недр
12 сентября 2018 10:59,https://neftegaz.ru/news/finance/198611-tseny-na-neft-silno-rastut-posle-publikatsii-dannykh-api-o-rezkom-sokrashchenii-zapasov-nefti-v-ssha/,Цены на нефть сильно растут после публикации данных API о резком сокращении запасов нефти в США
12 сентября 2018 09:41,https://neftegaz.ru/news/finance/198616-eia-ponizilo-prognoz-po-dobyche-nefti-v-ssha-v-2018-i-2019-gg-snova/,EIA понизило прогноз по добыче нефти в США в 2018 и 2019 гг. Снова
12 сентября 2018 08:30,https://neftegaz.ru/news/companies/198620-kazmunaygaz-v-1-m-polugodii-2018-g-narastil-dobychu-nefti-i-gaza/,КазМунайГаз в 1-м полугодии 2018 г нарастил добычу нефти и газа
11 сентября 2018 18:11,https://neftegaz.ru/news/Geological-exploration/198627-norvegiya-speshit-nachat-poisk-nefti-v-byvshey-seroy-zone-barentseva-morya-chtoby-ne-otstat-ot-rossi/,"Норвегия спешит начать поиск нефти в бывшей серой зоне Баренцева моря, чтобы не отстать от России"
11 сентября 2018 17:21,https://neftegaz.ru/news/Oborudovanie/198630-na-kuyumbinskom-ngkm-razreshili-postroit-tsps-nefti/,На Куюмбинском НГКМ разрешили построить ЦПС нефти
11 сентября 2018 16:48,https://neftegaz.ru/news/gosreg/198631-mezhdunarodnyy-tribunal-obyazal-ekvador-vyplatit-chevron-vse-raskhody-po-moshennicheskomu-delu-o-zag/,Международный трибунал обязал Эквадор выплатить Chevron все расходы по мошенническому делу о загрязнении лесов Амазонки
11 сентября 2018 10:58,https://neftegaz.ru/news/finance/198647-ne-gorodon-tak-florens-sezon-uraganov-v-ssha-podtalkivaet-neftyanye-tseny-vverkh/,"Не Городон, так Флоренс. Сезон ураганов в США подталкивает нефтяные цены вверх"
11 сентября 2018 08:12,https://neftegaz.ru/news/Geological-exploration/198657-gazprom-neft-v-1-6-raza-povysila-otsenku-zapasov-nefti-mestorozhdeniya-neptun-na-shelfe-sakhalina/,"Газпром нефть в 1,6 раза повысила оценку запасов нефти месторождения Нептун на шельфе Сахалина"
11 сентября 2018 08:00,https://neftegaz.ru/news/politics/198658-g-berdymukhamedov-obyavil-vygovor-glavam-turkmennefti-i-turkmengaza/,Г. Бердымухамедов объявил выговор главам Туркменнефти и Туркменгаза
11 сентября 2018 03:03,https://neftegaz.ru/news/Oborudovanie/198661-transneft-vostok-zavershila-rekonstruktsiyu-rezervuarov-gnps-1-tayshet-i-nps-10-talakan/,Транснефть-Восток завершила реконструкцию резервуаров ГНПС -1 Тайшет и НПС -10 Талакан
10 сентября 2018 17:17,https://neftegaz.ru/news/drill/198668-lukoyl-rasshiryaet-proizvodstvennye-moshchnosti-na-yaregskom-mestorozhdenii/,ЛУКОЙЛ расширяет производственные мощности на Ярегском месторождении
10 сентября 2018 14:53,https://neftegaz.ru/tech-library/-/,Нефтеперерабатывающий завод (НПЗ)
10 сентября 2018 14:50,https://neftegaz.ru/news/finance/198675-chislo-burovykh-ustanovok-v-mire-v-avguste-2018-g-vyroslo-na-1-2-do-2278/,"Число буровых установок в мире в августе 2018 г выросло на 1,2%, до 2278"
10 сентября 2018 13:21,https://neftegaz.ru/news/gas/198678-kitay-uvelichil-import-nefti-v-avguste-2018-g-blagodarya-mini-npz/,Китай увеличил импорт нефти в августе 2018 г благодаря мини-НПЗ
10 сентября 2018 12:06,https://neftegaz.ru/news/petroleum-products/198682-belarus-nastaivaet-na-sokhranenii-obemov-postavok-rossiyskikh-nefteproduktov-no-bez-rezkostey/,Беларусь настаивает на сохранении объемов поставок российских нефтепродуктов. Но без резкостей
10 сентября 2018 10:57,https://neftegaz.ru/news/finance/198686-tseny-na-neft-ponemnogu-rastut-rynok-zhdet-statistiki-ot-opek-eia-i-mea/,"Цены на нефть понемногу растут. Рынок ждет статистики от ОПЕК, EIA и МЭА"
09 сентября 2018 00:38,https://neftegaz.ru/news/politics/198703-kto-zhe-pobedil-v-sirii-na-fone-ugroz-khimicheskikh-atak-v-sirii-v-provintsii-deyr-ez-zor-oppozitsiya/,"Кто же победил в Сирии? На фоне угроз химических атак в Сирии, в провинции Дэйр-эз-зор оппозиция успешно восстановливает нефтегаз страны"
07 сентября 2018 17:40,https://neftegaz.ru/news/gosreg/198709-lgoty-dlya-neftyanikov-nespravedlivost-ili-garantiya-investitsiy-minfin-i-minenergo-rf-vnov-ne-mogut/,Льготы для нефтяников - несправедливость или гарантия инвестиций? Минфин и Минэнерго РФ вновь не могут придти к общему знаменателю
07 сентября 2018 17:32,https://neftegaz.ru/news/companies/198710-tatneft-opublikovala-rezultaty-raboty-za-8-mesyatsev-2018-g/,Татнефть опубликовала результаты работы за 8 месяцев 2018 г
07 сентября 2018 14:57,https://neftegaz.ru/news/finance/198717-minekonomrazvitiya-rf-peresmotrelo-prognoz-po-dobyche-nefti-i-gaza-v-rossii-nichego-dramatichnogo/,Минэкономразвития РФ пересмотрело прогноз по добыче нефти и газа в России. Ничего драматичного
07 сентября 2018 13:18,https://neftegaz.ru/news/companies/198721-venesuela-zaymetsya-reorganizatsiey-pdvsa/,Венесуэла займется реорганизацией PDVSA
07 сентября 2018 10:57,https://neftegaz.ru/news/finance/198730-tseny-na-neft-korrektiruyutsya-posle-silnogo-padeniya-nakanune/,Цены на нефть корректируются после сильного падения накануне
07 сентября 2018 09:28,https://neftegaz.ru/news/Geological-exploration/198735-meksika-provedet-neftegazovye-tendery-v-nachale-dekabrya-2018-g/,Мексика проведет нефтегазовые тендеры в начале декабря 2018 г
06 сентября 2018 17:33,https://neftegaz.ru/news/gosreg/198747-minfin-ne-nameren-menyat-razmer-dempfiruyushchey-nadbavki-dlya-neftyanykh-kompaniy/,Минфин не намерен менять размер демпфирующей надбавки для нефтяных компаний
06 сентября 2018 10:59,https://neftegaz.ru/news/finance/198763-tseny-na-neft-prodolzhayut-snizhatsya-na-novostyakh-o-roste-zapasov-nefti-na-terminale-v-kushinge/,Цены на нефть продолжают снижаться на новостях о росте запасов нефти на терминале в Кушинге
06 сентября 2018 08:00,https://neftegaz.ru/news/gas/198773-p-sorokin-trizy-stanovyatsya-neotemlemoy-chastyu-rossiyskoy-neftyanoy-otrasli/,П. Сорокин. ТРИЗы становятся неотъемлемой частью российской нефтяной отрасли
